pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	31	mul_mat_vec_q4_k_f32_f32	64,4,1	4,1,1	64	162.000	121232.0	4380.454	4354.993	4299.313	55.680	285.1	814.9	854.6	1052.8	64	48	0	0	0	4	a9ac07dd4063e0903662cd5f1be68a5c2fbf06b0de924acd223525c7e4519d0d
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	25.000	83840.0	3074.091	3074.091	3070.629	3.461	761.4	833.4	32814.6	34575.0	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	4	get_rows_f32_f32	-	512,1,1	0	37.000	9868.0	191.891	191.891	183.752	8.139	21.9	158.9	164.8	171.0	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	18.000	4608.0	133.259	133.259	123.037	10.222	117.4	122.2	126.6	131.8	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	18.000	9216.0	84.701	84.701	83.676	1.025	74.4	78.1	82.2	93.4	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	73.000	391.0	70.257	70.257	64.916	5.341	12.8	25.4	27.7	29.4	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	6	concat_i32	-	512,1,1	0	18.000	864.0	49.917	49.917	45.360	4.558	44.0	46.6	48.2	50.4	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	7	cpy_f32_f32	-	512,1,1	0	24.000	672.0	35.468	35.468	22.124	13.344	28.3	30.2	31.7	33.0	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	18.000	3456.0	30.206	30.206	26.133	4.073	26.6	28.0	29.0	30.4	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	10	l2_norm_f32	-	1,1,1	0	36.000	576.0	29.598	27.548	18.762	8.786	13.0	13.9	14.7	15.2	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	26	flash_attn_f32_f16_aligned	256,4,32,256,256,0,8,4,64,0,2,1664,8,2,34,18	4,1,1	64	6.000	24.0	29.249	29.249	29.249	0.000	75.8	105.8	111.4	115.4	128	80	0	29184	0	2	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
pipeline	18	mul_f32_f32_f32_norepeat	1	512,1,1	0	42.000	114.0	17.805	17.805	16.000	1.805	7.0	7.8	14.6	18.1	24	48	0	0	0	10	6ad67ad0fc4a583fa1f84b76c5f0efd838711b4847b2566a6d1f871ea43ccccc
pipeline	20	swiglu_f32	-	512,1,1	0	24.000	288.0	17.586	17.586	17.586	0.000	11.5	12.5	13.4	14.4	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
pipeline	19	add_f32_f32_f32_norepeat	1	512,1,1	0	30.000	66.0	11.917	11.917	9.873	2.044	5.9	7.2	13.9	27.2	24	48	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	13	sigmoid_f32	-	512,1,1	0	24.000	42.0	10.318	10.318	9.088	1.230	6.7	7.5	8.2	29.0	16	48	0	0	0	10	e7f474fbf06ec2e6c12f0677bd429bfda8615560c00e43c7d553c05b65445bcf
pipeline	15	silu_f32	-	512,1,1	0	18.000	72.0	8.553	8.553	4.815	3.738	7.0	7.8	14.1	28.6	16	48	0	0	0	10	e20bc2d5aeffd5c5fe32f2d9fbbb7225959daeebbd356c5a88f303e18ad75795
pipeline	21	rope_multi_f32	-	1,512,1	0	12.000	60.0	6.386	6.386	3.408	2.978	8.6	9.3	9.8	10.7	8	48	0	0	0	10	39e1c217020d1f89b8f019242240cd9e12ce578d34ddad4957e6badd2c21a9cd
pipeline	12	softplus_f32	-	512,1,1	0	18.000	18.0	6.141	6.141	5.057	1.084	5.3	5.8	7.0	8.8	16	48	0	0	0	10	ce00a9a0d18b3e3c33166257497ba64c9cd781f31a70935ae80ce5f292511916
pipeline	22	fwht_f32	64,64	1,1,1	64	12.000	60.0	4.602	4.602	2.766	1.837	5.8	7.2	7.5	10.4	12	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	23	fwht_f32	64,256	1,1,1	64	12.000	18.0	4.091	4.091	2.725	1.366	5.4	7.0	7.4	7.5	24	32	0	0	0	10	5c4b882c6eb2f31c1db6d38767961eb6f1285aa40903fcf53d13261fab2f86f1
pipeline	34	fa_split_k_reduce	64	1,64,1	0	6.000	192.0	3.518	3.518	1.715	1.803	9.1	10.1	11.0	19.2	8	48	0	512	0	10	8aa2495b3ab340f0d2515d5f53116f20c8d7b2633148c1103d5a2b89ab84d23f
pipeline	32	add_rms_f32_f32_f32_norepeat	1	512,1,1	0	6.000	24.0	3.453	3.453	3.443	0.011	8.8	10.1	25.6	29.0	24	48	0	512	0	10	4a0e24d19c8c6e63f6d32ae7aaa5a2e0a71f07fee9b5460788c0ce8ceaeb6526
pipeline	24	set_rows_f32_q8_0_i64	1	1,1,1	0	6.000	6.0	3.247	3.247	1.677	1.570	8.6	9.1	9.4	9.6	36	48	0	0	0	7	427d0d6317f69c2f9b37fee9808878045f448c9784a933c4f46186dfc4c12f4e
pipeline	25	set_rows_f32_q4_0_i64	1	1,1,1	0	6.000	6.0	2.858	2.858	1.288	1.570	7.5	8.0	8.5	9.9	36	48	0	0	0	7	791d4ebc56762d2f815849ddf1c60967eb7f537a7784ad1208cd5e02b96dfd8a
pipeline	33	rms_norm_mul_partials_f32	0,1	1,1,1	0	6.000	96.0	2.299	2.299	2.299	0.000	6.1	6.4	6.7	12.2	32	48	0	0	0	8	6b9374d29b32900020773c720f3f8d7e8d66264beafb9c0cfd1344e4886ca3eb
pipeline	1	get_rows_q6_k_f32	-	1024,1,1	0	1.000	2.0	1.468	1.468	1.468	0.000	23.2	24.5	24.8	25.1	20	48	0	0	0	10	3251a3841eeda1de85ad3ed8abd3fc75d6e733913dcef1664d659c56ee3f828a
graphs	decode	63	raw_bracket_sum_ms_per_graph=130.370	bracket_union_ms_per_graph=129.075	exclusive_ms_per_graph=127.780	ambiguous_overlap_ms_per_graph=1.295	same_pipeline_overlap_ms_per_graph=0.437	cross_pipeline_overlap_ms_per_graph=0.858	overlap_ms_per_graph=1.295	overlap_fraction=0.0100	cross_pipeline_overlap_fraction=0.0067	overlap_threshold=0.0500	ownership=conclusive	queue_non_dispatch_ms_per_graph=2.189	queue_completion_span_ms_per_graph=131.264	retire_span_ms_per_graph=133.200	record_ms_per_graph=22.257	readback_ms_per_graph=0.066	dispatch_row_emit_ms_per_graph=0.237	total_emit_ms_per_graph=0.237	flush_ms_per_graph=0.000	residual_ms_per_graph=1.935	submits_per_graph=40.000	read_at=synchronize	device=Vulkan0	serialize_submissions=0	contexts=2	selected_context=2
