pipeline	id	name	constants	wg_denoms	subgroup	calls_per_graph	workgroups_per_graph	total_bracket_upper_bound_ms	pipeline_bracket_union_ms	exclusive_bracket_ms	ambiguous_overlap_ms	median_us	p90_us	p99_us	max_us	vgprs	sgprs	spilled_vgprs	lds	scratch	subgroups_per_simd	spirv_executed_sha256
pipeline	29	matmul_q4_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	216.000	30896.0	1208.197	1173.873	1065.491	108.382	4402.4	10044.6	11685.4	11802.6	64	64	0	4608	0	4	85a4095ad4619519d7e7e23fdf68d68c9b8962206cf6046dc85e9bd61276f262
pipeline	28	matmul_q6_k_f32_f16acc_aligned_s	64,32,32,32,32,32,2,2,2,1,64,1	32,32,1	0	32.000	4480.0	299.339	299.339	281.318	18.022	10042.4	12337.3	12736.8	12736.8	64	64	0	4608	0	4	338ceaa67ba8db463d40a7a7e2def81ab71b262b3539d928dc0e65c939a0e447
pipeline	3	scale_f32	-	512,1,1	0	48.000	25728.0	40.308	40.308	0.293	40.014	954.2	1217.0	1362.6	1362.6	4	32	0	0	0	10	9441ec09d452720ca49159c539936d6cccb75e272514b9f5344386baaf1d029d
pipeline	27	mul_mat_vec_q6_k_f32_f32	64,4,1	4,1,1	64	1.000	62080.0	38.970	38.970	38.970	0.000	38969.8	38969.8	38969.8	38969.8	64	48	0	512	0	4	d584d6b41c26085ac1bef3236b4c24e71f0e98ddcf63ff12da46381b0c12c779
pipeline	16	gated_delta_net_f32_d128	128,0,64,8	1,1,8	64	24.000	12288.0	21.931	21.931	21.925	0.007	895.2	1012.2	1052.8	1052.8	64	48	0	0	0	4	82506bf6a83dcccbd56107c5bd56f2f7848aea36a2237b8591d6db13539c33ba
pipeline	17	contig_cpy_f32_f32	-	512,1,1	0	24.000	24576.0	19.316	19.316	0.302	19.014	825.9	849.1	921.3	921.3	8	32	0	0	0	10	65ad91fafe69ecd250f575d3e64b2feab853293aca2e77b4b5d8adc5cb6a5297
pipeline	2	rms_norm_mul_f32	0,1	1,1,1	0	105.000	18867.0	14.436	14.436	13.538	0.898	46.9	371.8	696.3	716.3	40	96	0	2048	0	6	f8ff313d10a2b769f5600531fdf16d56075b901b5025f1f8aef9fe5a9f799193
pipeline	10	l2_norm_f32	-	1,1,1	0	48.000	14592.0	14.288	8.798	0.347	8.452	253.1	370.1	371.2	371.2	8	48	0	2048	0	10	a48a4f1949509e775f7c204c146ac883eb9e216a0656e120a74be5e1d215e24e
pipeline	7	cpy_f32_f32	-	512,1,1	0	32.000	2368.0	9.891	9.891	0.640	9.251	390.5	422.1	441.9	441.9	16	48	0	0	0	10	42df294d98fcb62fe55a28d0606af612b3db2974fcfcd1f54a556df93914fe1c
pipeline	8	ssm_conv_silu_f32	32,16,0,1	32,16,1	0	24.000	12288.0	8.622	8.622	0.131	8.491	368.0	394.7	396.2	396.2	12	32	0	0	0	10	e5deee0b5cdb126d8de0c65a8a2b58cf1a5b4aae664cefee20adfa556837b3cc
pipeline	4	get_rows_f32_f32	-	512,1,1	0	49.000	25733.0	5.918	5.918	5.661	0.257	24.5	227.4	256.2	256.2	4	48	0	0	0	10	fafe80bdb8aa8cbc604b89086ca9c2b9f583a61aeb59485f0753411cf32f11b5
pipeline	6	concat_i32	-	512,1,1	0	24.000	8448.0	5.284	5.284	5.179	0.105	219.8	220.8	223.8	223.8	24	48	0	0	0	10	6730d84ddc1d56579237fd0c9e08ed30249539e84ae9a3e3c3c81471e958c640
pipeline	20	swiglu_f32	-	512,1,1	0	32.000	10944.0	4.932	4.932	4.932	0.000	153.8	154.9	158.1	158.1	16	48	0	0	0	10	3f7566971cea1b0c06e0c6f211c001709dcd15cf0dc308c02f0b93c0502aacd6
pipeline	19	add_f32_f32_f32_norepeat	1	512,1,1	0	64.000	6080.0	3.949	3.949	3.797	0.152	61.8	62.1	62.7	62.9	24	48	0	0	0	10	e9d1ca8ae73fa0394f7d210c8cb5f80812450d18f5a171721be082fb5e4ba60b
pipeline	30	flash_attn_f32_f16_aligned	256,8,32,256,256,0,8,4,64,0,2,0,8,2,34,18	8,1,1	64	8.000	384.0	3.183	3.183	3.183	0.000	397.3	400.0	401.6	401.6	84	80	0	5120	0	3	3cc1200f454f96a623755925419f8e9804b4e68cdcb540aae24dfe8de519d093
